Property_Title,Address,Market,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Rent_Restricted,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
"4576 Susan Inlet Mooreview, MN 31150","4576 Susan Inlet Mooreview, MN 31150",Chicago,0,4576 Susan Inlet,Mooreview,MN,31150,Condo,1,0,3.42,1394,,,0,1,1,1994,3028,9725,Street,2,2,,Colonial,1,3,40.363286,-109.471422,Knolls,3.25
"283 Reeves Isle Suite 120 Lake Sara, NJ 89741","283 Reeves Isle Suite 120 Lake Sara, NJ 89741",Tampa,,283 Reeves Isle Suite 120,Lake Sara,NJ,89741,SFR,1,,3.11,1150,1,0,0,1,0,1992,3341,3332,,1,2,1,Split,,4,36.164847,-104.703855,Meadows,7.3
"78650 Alison Walk Apt. 175 Lake Steven, LA 23069","78650 Alison Walk Apt. 175 Lake Steven, LA 23069", ,1,78650 Alison Walk Apt. 175,Lake Steven,LA,23069,Duplex,,,3.21,489,0,1,1,,,1958,982,8701,,4,4,0,Colonial,1,3,37.717887,-86.551574,Turnpike,6.08
"8827 William Rapids Apt. 003 Port Wesleychester, VI 23243","8827 William Rapids Apt. 003 Port Wesleychester, VI 23243",Atlanta,0,8827 William Rapids Apt. 003,Port Wesleychester,VI,23243,Townhouse,1,1,1.52,1911,,1,,1,0,2005,1802,9796,Garage,3,2,0,Colonial,,4,38.774011,-91.243024,Haven,4.86
"50088 Tyler Lock Apt. 098 Franklinshire, NY 74017","50088 Tyler Lock Apt. 098 Franklinshire, NY 74017",Tampa,0,50088 Tyler Lock Apt. 098,Franklinshire,NY,74017,Townhouse,1,1,1.18,1385,,1,1,,,2014,551,8954,,3,3,1,Colonial,1,2,37.574788,-110.917543,Underpass,8.23
"2451 Courtney Mountains Apt. 981 North Christopher, SC 97450","2451 Courtney Mountains Apt. 981 North Christopher, SC 97450",Atlanta,,2451 Courtney Mountains Apt. 981,North Christopher,SC,97450,Townhouse,,,2.63,567,1,0,0,,1,1986,627,4897,,1,1,0,Colonial,,4,40.919622,-108.254512,Turnpike,4.81
"14575 Nicole Lane Apt. 927 New Benjamin, CA 71122","14575 Nicole Lane Apt. 927 New Benjamin, CA 71122",Chicgo,,14575 Nicole Lane Apt. 927,New Benjamin,CA,71122,SFR,0,0,2.88,1280,,,1,0,1,1968,1455,5980,,5,2,,Split,1,1,39.142213,-104.684898,Pass,5.46
"06214 Elizabeth Ridge New Pedro, NE 96362","06214 Elizabeth Ridge New Pedro, NE 96362", ,0,06214 Elizabeth Ridge,New Pedro,NE,96362,Townhouse,,,1.48,77,0,,0,,0,1977,2718,3579,,3,1,0,,1,3,39.000621,-85.393392,Plains,8.04
"408 Jessica Court Suite 600 North Christophertown, PR 96163","408 Jessica Court Suite 600 North Christophertown, PR 96163",Chicgo,,408 Jessica Court Suite 600,North Christophertown,PR,96163,Condo,1,0,2.2,227,0,1,0,,0,1987,1037,6855,,3,2,,Colonial,0,2,36.953928,-80.530682,Valleys,6.6
"914 Megan Mountain Lake Kaitlynview, AS 12970","914 Megan Mountain Lake Kaitlynview, AS 12970",Atlanta,1,914 Megan Mountain,Lake Kaitlynview,AS,12970,SFR,,,2.8,1285,,1,1,0,,2006,3439,9540,,6,4,1,Colonial,,4,37.264992,-87.073058,Ranch,3.73
"85978 Kelsey Groves Lake Kayleefort, NM 42210","85978 Kelsey Groves Lake Kayleefort, NM 42210",Dalas,0,85978 Kelsey Groves,Lake Kayleefort,NM,42210,Duplex,1,0,1.82,1607,,,0,,0,2001,906,6536,,2,3,0,Ranch,1,2,34.279873,-108.76743,Ridges,7.33
"5345 Harris Islands Maysmouth, TX 02594","5345 Harris Islands Maysmouth, TX 02594",Tampa,,5345 Harris Islands,Maysmouth,TX,2594,Duplex,1,0,3.28,1738,0,1,0,1,1,1958,1583,5135,Driveway,3,1,0,Colonial,0,1,41.667285,-82.498275,Gardens,7.54
"98092 Colon Land Suite 061 Reneemouth, SD 19954","98092 Colon Land Suite 061 Reneemouth, SD 19954",Chicgo,0,98092 Colon Land Suite 061,Reneemouth,SD,19954,Condo,0,1,1.53,1533,,1,,0,0,1993,1828,3491,Garage,3,3,1,,1,4,36.132083,-93.224752,Flats,9.73
"76549 Smith Shore Apt. 350 Port Michelleton, AZ 03097","76549 Smith Shore Apt. 350 Port Michelleton, AZ 03097",Tampa,,76549 Smith Shore Apt. 350,Port Michelleton,AZ,3097,Duplex,,1,2.41,1723,0,1,0,1,0,2012,2198,3682,Street,1,1,,Ranch,,1,33.661712,-86.756616,Flat,8.71
"1888 Justin Mountains Lake Nicole, PW 19239","1888 Justin Mountains Lake Nicole, PW 19239",Florida,0,1888 Justin Mountains,Lake Nicole,PW,19239,Single Family Home,,1,1.9,1316,0,0,1,1,0,2021,2702,9612,Garage,1,4,,Split,1,5,37.177288,-95.27235,Underpass,3.11
"5808 Gregory Drive Welchmouth, AR 02941","5808 Gregory Drive Welchmouth, AR 02941", ,,5808 Gregory Drive,Welchmouth,AR,2941,SFR,0,0,2.58,855,0,,0,,0,1980,980,4698,Garage,3,1,0,Ranch,,3,38.062982,-108.18458,Extensions,6.76
"324 King Isle Suite 167 Joneschester, HI 77299","324 King Isle Suite 167 Joneschester, HI 77299",Dalas,,324 King Isle Suite 167,Joneschester,HI,77299,Condo,0,0,1.26,1437,,,1,1,,2000,3483,9903,Garage,2,4,,Split,1,2,37.702193,-109.924792,Station,7.94
"28395 Andrew Dale Suite 250 Fryestad, ID 49155","28395 Andrew Dale Suite 250 Fryestad, ID 49155",Dallas,0,28395 Andrew Dale Suite 250,Fryestad,ID,49155,Condo,0,0,2.96,998,,0,1,0,1,1976,2367,8074,Street,1,3,0,Colonial,0,5,38.752601,-103.462955,Walks,4.33
"601 Edward Falls North Angelaberg, LA 52232","601 Edward Falls North Angelaberg, LA 52232",Florida,,601 Edward Falls,North Angelaberg,LA,52232,Townhouse,1,,1.31,1906,,1,0,1,,1987,2958,1631,Driveway,4,3,,Ranch,1,3,40.859527,-89.435586,Island,5.63
"749 Michael River Suite 049 Turnertown, MT 03737","749 Michael River Suite 049 Turnertown, MT 03737",Dalas,,749 Michael River Suite 049,Turnertown,MT,3737,Single Family Home,,,2.5,745,,1,1,0,0,2016,3123,3554,,3,4,0,,,4,38.295871,-89.097445,Ranch,7.11
"24697 Becky Shoals Suite 540 Cruzview, AS 46979","24697 Becky Shoals Suite 540 Cruzview, AS 46979",Tampa,0,24697 Becky Shoals Suite 540,Cruzview,AS,46979,SFR,1,,1.34,1619,1,0,1,,1,2019,2211,7512,,3,2,0,Split,0,5,35.388603,-112.792884,Summit,6.84
"613 Kendra Crossroad Apt. 867 East Reneechester, NJ 30306","613 Kendra Crossroad Apt. 867 East Reneechester, NJ 30306",Tampa,,613 Kendra Crossroad Apt. 867,East Reneechester,NJ,30306,Duplex,1,0,1.4,1685,1,,0,0,1,2018,1443,8850,,2,2,0,,1,1,36.13509,-112.088583,Neck,5.43
"91800 Melanie Bypass Lake Jenniferburgh, AR 12776","91800 Melanie Bypass Lake Jenniferburgh, AR 12776",Atlanta,,91800 Melanie Bypass,Lake Jenniferburgh,AR,12776,SFR,1,0,3.15,1525,0,,,,0,1976,1089,2610,Garage,1,2,1,Split,,2,41.728641,-74.529586,Bypass,6.9
"4604 Rachel Ramp Suite 483 Keymouth, ME 44318","4604 Rachel Ramp Suite 483 Keymouth, ME 44318",Dallas,0,4604 Rachel Ramp Suite 483,Keymouth,ME,44318,Condo,0,0,2.76,921,,,1,1,,2015,565,2209,Garage,3,2,1,,0,2,34.660642,-77.211806,Rapid,3.76
"239 Rose Locks Apt. 873 Bryanfurt, MP 38483","239 Rose Locks Apt. 873 Bryanfurt, MP 38483",Tampa,0,239 Rose Locks Apt. 873,Bryanfurt,MP,38483,Single Family Home,,0,2.91,1835,0,1,1,0,,1976,2531,4365,,3,2,0,,1,5,40.957792,-79.577005,Rue,8.45
"84038 Amy Cape Suite 505 East Walter, OH 58430","84038 Amy Cape Suite 505 East Walter, OH 58430",Chicago,,84038 Amy Cape Suite 505,East Walter,OH,58430,Townhouse,,0,2.23,972,0,0,0,0,0,1988,1094,1073,,2,4,0,Colonial,1,2,39.804784,-81.332928,Rapids,5.53
"082 Black Ranch West Kevinview, TN 83219","082 Black Ranch West Kevinview, TN 83219",Tampa,1,082 Black Ranch,West Kevinview,TN,83219,SFR,0,1,2.68,1199,0,,0,,0,2010,1556,3697,Driveway,3,4,0,Split,0,1,41.456208,-100.203498,Mountain,4.72
"6765 Solis Roads Suite 203 Hernandezville, VI 43764","6765 Solis Roads Suite 203 Hernandezville, VI 43764",Chicgo,0,6765 Solis Roads Suite 203,Hernandezville,VI,43764,Single Family Home,0,0,1.87,1364,,,0,0,0,2023,2832,6765,Street,1,2,1,,0,4,41.13201,-89.215898,Pike,4.57
"36638 Laura Stravenue Bennettshire, MT 73992","36638 Laura Stravenue Bennettshire, MT 73992",Florida,1,36638 Laura Stravenue,Bennettshire,MT,73992,Duplex,1,,1.18,945,1,,,,,1996,1631,4045,,1,1,1,Split,0,3,41.885107,-82.598707,Ville,9.18
"76644 Justin Fall Jonesside, MA 59698","76644 Justin Fall Jonesside, MA 59698",Chicgo,,76644 Justin Fall,Jonesside,MA,59698,Single Family Home,1,0,3.12,1128,1,1,1,1,1,1985,638,2760,Garage,4,4,0,Ranch,,1,38.71994,-84.802564,Square,5.74
"8068 Strickland Parkways Suite 118 North Kim, AZ 53294","8068 Strickland Parkways Suite 118 North Kim, AZ 53294",Dalas,1,8068 Strickland Parkways Suite 118,North Kim,AZ,53294,Condo,1,1,3.48,1787,0,,1,0,0,1962,3324,4766,,3,2,1,Colonial,,5,36.119877,-94.069099,Corners,3.48
"683 Taylor Flat Andreaport, PR 95954","683 Taylor Flat Andreaport, PR 95954",Florida,,683 Taylor Flat,Andreaport,PR,95954,Townhouse,,1,3.14,477,1,0,,1,0,1999,2194,5782,Driveway,4,2,1,,,4,35.381957,-107.735986,Parks,8.71
"368 Watkins Isle Suite 026 New April, HI 67484","368 Watkins Isle Suite 026 New April, HI 67484",Chicago,0,368 Watkins Isle Suite 026,New April,HI,67484,Single Family Home,,0,1.04,620,,1,,1,0,1972,2218,4457,Garage,6,1,1,Ranch,0,2,34.489418,-111.096995,Mount,7.9
"1024 Brett Stream Suite 476 Schroederbury, NH 46511","1024 Brett Stream Suite 476 Schroederbury, NH 46511",Florida,,1024 Brett Stream Suite 476,Schroederbury,NH,46511,Condo,1,0,2.8,511,,0,,1,0,1975,1204,1571,Street,2,4,,,1,2,41.274786,-74.640803,Courts,6.12
"92786 Jessica Trail Millerfurt, NV 46513","92786 Jessica Trail Millerfurt, NV 46513",Chicgo,1,92786 Jessica Trail,Millerfurt,NV,46513,Single Family Home,0,,1.87,1383,1,1,1,0,1,2017,2422,3407,Driveway,5,3,,Split,,5,37.442284,-117.234105,Brook,7.42
"6341 Spencer Road Lake Kelly, AL 13980","6341 Spencer Road Lake Kelly, AL 13980",Chicgo,,6341 Spencer Road,Lake Kelly,AL,13980,Condo,,1,1.29,1295,,0,1,0,0,1976,1271,2693,Driveway,6,4,1,,0,1,41.990208,-99.035415,Stravenue,3.87
"30692 Torres Glens Duranmouth, ME 80385","30692 Torres Glens Duranmouth, ME 80385",Dallas,,30692 Torres Glens,Duranmouth,ME,80385,Condo,,,2.78,294,0,1,0,0,,2016,1022,7054,Driveway,6,4,,Split,,3,35.605342,-109.978141,Shores,3.1
"5974 Jackson Motorway New Laura, ID 24582","5974 Jackson Motorway New Laura, ID 24582",Atlanta,1,5974 Jackson Motorway,New Laura,ID,24582,Townhouse,,,1.29,110,,,,1,0,1950,1602,7350,Garage,2,3,1,Split,1,4,41.616962,-109.437504,Circles,8.75
"3286 Klein Lakes Apt. 410 Nathanielport, NE 34076","3286 Klein Lakes Apt. 410 Nathanielport, NE 34076",Dallas,1,3286 Klein Lakes Apt. 410,Nathanielport,NE,34076,Duplex,1,1,1.41,812,1,,0,1,,2017,1009,4274,Garage,5,1,,Split,,1,35.232406,-73.331766,Cliff,4.76
"3630 Jill Meadow Apt. 439 North Jasonstad, NE 80463","3630 Jill Meadow Apt. 439 North Jasonstad, NE 80463",Dallas,0,3630 Jill Meadow Apt. 439,North Jasonstad,NE,80463,Duplex,0,1,2.43,993,,1,0,0,0,1992,1447,5975,Garage,5,3,,Split,1,1,36.589172,-77.419821,Extension,3.79
"65214 Hernandez Lodge South Bethany, MO 50375","65214 Hernandez Lodge South Bethany, MO 50375",Dalas,1,65214 Hernandez Lodge,South Bethany,MO,50375,Condo,,0,1.84,460,1,,1,,1,1998,1408,7551,Garage,6,2,,Split,1,1,36.114683,-103.650446,Trail,5.33
"33026 Hayes Parkways Apt. 390 West Mark, IN 21530","33026 Hayes Parkways Apt. 390 West Mark, IN 21530",Tampa,,33026 Hayes Parkways Apt. 390,West Mark,IN,21530,SFR,0,1,1.46,243,,,0,1,0,2023,2855,4952,,1,2,1,Colonial,1,4,34.042592,-93.567642,Route,8.35
"802 Jacob Streets Apt. 064 Michaelfurt, WV 54018","802 Jacob Streets Apt. 064 Michaelfurt, WV 54018",Florida,,802 Jacob Streets Apt. 064,Michaelfurt,WV,54018,Townhouse,1,1,2.61,752,0,0,,,1,1967,2798,2620,Street,1,3,0,Ranch,,5,39.21768,-76.963412,Landing,7.37
"337 Hill Village Suite 876 Lambertborough, MI 47980","337 Hill Village Suite 876 Lambertborough, MI 47980",Florida,1,337 Hill Village Suite 876,Lambertborough,MI,47980,SFR,1,,1.46,1063,0,1,,1,,1951,633,9676,Street,2,3,1,Ranch,,4,37.708642,-95.085513,Square,6.65
"0621 Wallace Highway New Cherylside, MP 72230","0621 Wallace Highway New Cherylside, MP 72230",Dallas,1,0621 Wallace Highway,New Cherylside,MP,72230,Condo,0,0,2.0,664,,0,0,1,,2009,1887,4722,Driveway,4,3,1,Ranch,,3,36.559827,-108.142226,Club,5.48
"519 Lori Coves East Kimberlymouth, PW 25763","519 Lori Coves East Kimberlymouth, PW 25763",Chicago,0,519 Lori Coves,East Kimberlymouth,PW,25763,Single Family Home,1,,3.4,1816,,,1,1,1,2003,612,9883,Garage,1,4,0,Ranch,0,2,41.471569,-99.35266,Keys,3.09
"090 Reid Mountains Apt. 503 Joannehaven, ME 40510","090 Reid Mountains Apt. 503 Joannehaven, ME 40510",Atlanta,0,090 Reid Mountains Apt. 503,Joannehaven,ME,40510,Townhouse,1,0,3.32,1347,1,,0,1,1,1990,1541,6501,Driveway,5,2,,Colonial,0,2,35.091907,-78.546347,Points,4.64
"46921 Richards Station Lauraborough, LA 37681","46921 Richards Station Lauraborough, LA 37681",Dalas,,46921 Richards Station,Lauraborough,LA,37681,Duplex,,0,3.34,422,0,0,0,1,,1983,2724,5231,,2,4,,Colonial,,1,37.54732,-83.763174,Road,6.56
"905 Elliott Tunnel Apt. 253 New Carlos, DE 61053","905 Elliott Tunnel Apt. 253 New Carlos, DE 61053",Dalas,0,905 Elliott Tunnel Apt. 253,New Carlos,DE,61053,Townhouse,,,1.83,357,0,1,1,,,1950,1592,4221,,3,3,,Colonial,,2,41.351665,-104.287497,Trail,9.57
"7499 Joel Shoal Suite 902 East Andre, DE 52905","7499 Joel Shoal Suite 902 East Andre, DE 52905",Dallas,0,7499 Joel Shoal Suite 902,East Andre,DE,52905,Condo,1,1,3.42,1719,1,1,1,,,1990,2673,7387,Driveway,3,4,,Colonial,1,5,35.300976,-102.309445,Ford,7.05
"8350 Donna Ways Suite 913 Jasonland, FL 32695","8350 Donna Ways Suite 913 Jasonland, FL 32695",Florida,,8350 Donna Ways Suite 913,Jasonland,FL,32695,Single Family Home,1,0,1.32,614,1,,0,1,,1995,1238,7987,Street,2,3,,,,3,40.042073,-96.643621,Ramp,8.68
"94624 Bishop Lodge Port Allenview, NM 22480","94624 Bishop Lodge Port Allenview, NM 22480",Tampa,1,94624 Bishop Lodge,Port Allenview,NM,22480,Townhouse,1,,3.29,22,1,1,,0,0,2012,2962,5428,,2,1,,,1,2,34.069419,-79.026285,Via,6.4
"0056 Beth Locks Suite 500 Murphychester, AR 49199","0056 Beth Locks Suite 500 Murphychester, AR 49199",Chicago,,0056 Beth Locks Suite 500,Murphychester,AR,49199,Condo,1,,2.29,119,,0,1,,1,2022,2139,8441,Driveway,4,1,,Split,1,1,41.033285,-73.057051,Courts,9.45
"857 Diaz Spring Hebertmouth, CA 40881","857 Diaz Spring Hebertmouth, CA 40881",Atlanta,0,857 Diaz Spring,Hebertmouth,CA,40881,Duplex,1,0,2.63,641,1,,0,1,0,1961,936,2653,Driveway,3,3,0,Split,1,5,41.725046,-103.400778,Throughway,7.53
"822 Jennifer Flats Suite 961 Millerborough, AR 49767","822 Jennifer Flats Suite 961 Millerborough, AR 49767",Chicgo,1,822 Jennifer Flats Suite 961,Millerborough,AR,49767,Townhouse,,0,1.32,59,0,,0,1,0,1993,2418,7811,,4,4,,Ranch,1,1,39.350421,-79.337089,Pass,5.1
"399 Johnson Valleys Apt. 466 Lake Haleyview, PA 47004","399 Johnson Valleys Apt. 466 Lake Haleyview, PA 47004",Atlanta,1,399 Johnson Valleys Apt. 466,Lake Haleyview,PA,47004,Duplex,1,1,2.33,1934,,0,,1,1,1960,3302,6188,Street,4,1,,,0,4,34.184114,-92.608776,Crossroad,5.1
"455 Andrew Falls Port Amy, SD 71103","455 Andrew Falls Port Amy, SD 71103",Dallas,,455 Andrew Falls,Port Amy,SD,71103,Condo,,0,1.02,1037,,0,,0,0,1979,2708,8494,Driveway,3,2,,,0,1,33.198772,-105.384339,Circle,4.86
"9767 Robinson Row Josephside, AL 16308","9767 Robinson Row Josephside, AL 16308",Chicago,,9767 Robinson Row,Josephside,AL,16308,SFR,,,3.29,889,,1,0,0,,1993,2131,3506,Garage,3,2,0,Split,,3,34.212708,-103.547899,Alley,7.85
"87407 Matthew Fall Apt. 222 North Brianport, MA 41168","87407 Matthew Fall Apt. 222 North Brianport, MA 41168",Dallas,1,87407 Matthew Fall Apt. 222,North Brianport,MA,41168,Duplex,,0,1.41,1406,,1,,1,0,2022,1757,8648,Street,5,3,0,,0,4,40.836133,-107.367179,Pines,5.68
"010 Miller Curve West Paula, HI 74997","010 Miller Curve West Paula, HI 74997",Chicgo,1,010 Miller Curve,West Paula,HI,74997,Duplex,1,0,1.91,482,,1,1,0,1,2012,2454,3223,Street,4,3,1,,0,1,39.677301,-80.803748,Island,3.34
"5887 Tyler Ways Sherylburgh, WY 25346","5887 Tyler Ways Sherylburgh, WY 25346",Atlanta,0,5887 Tyler Ways,Sherylburgh,WY,25346,Single Family Home,0,0,3.44,897,1,1,0,,1,2013,1703,2994,,3,4,0,Split,1,4,34.818331,-100.789819,Dam,6.43
"712 Brown Union Apt. 600 Mannmouth, ND 26660","712 Brown Union Apt. 600 Mannmouth, ND 26660",Tampa,,712 Brown Union Apt. 600,Mannmouth,ND,26660,Single Family Home,,,2.9,1819,,,0,1,0,1952,2324,3126,Driveway,4,4,,,1,1,39.521623,-104.789734,River,9.04
"5541 Mcdonald Passage Lake Adamchester, CA 35178","5541 Mcdonald Passage Lake Adamchester, CA 35178",Chicago,,5541 Mcdonald Passage,Lake Adamchester,CA,35178,Townhouse,1,1,1.86,1314,0,0,,,1,2017,1928,1626,Garage,2,3,1,Colonial,0,4,40.711132,-100.966726,Corners,3.91
"474 Harris Plaza Marytown, WA 15122","474 Harris Plaza Marytown, WA 15122",Atlanta,0,474 Harris Plaza,Marytown,WA,15122,Single Family Home,0,0,1.06,1018,0,1,1,0,,1992,1196,2073,Driveway,3,2,0,,0,2,39.768378,-117.010822,Curve,8.46
"586 Blanchard Locks South Ashleyborough, VT 37507","586 Blanchard Locks South Ashleyborough, VT 37507",Chicago,,586 Blanchard Locks,South Ashleyborough,VT,37507,Condo,0,0,2.94,1159,0,1,0,0,1,1972,2548,7107,,3,3,,Ranch,,5,41.453885,-116.723784,Stream,8.93
"20044 Hubbard Stravenue Apt. 913 Roberthaven, NH 76909","20044 Hubbard Stravenue Apt. 913 Roberthaven, NH 76909",Chicago,0,20044 Hubbard Stravenue Apt. 913,Roberthaven,NH,76909,Duplex,1,1,1.57,530,,1,1,,1,1957,1236,5494,Garage,5,1,0,,0,1,38.585454,-110.603598,Village,4.92
"898 Fisher Park Suite 390 Port Mark, TN 90253","898 Fisher Park Suite 390 Port Mark, TN 90253",Dalas,,898 Fisher Park Suite 390,Port Mark,TN,90253,Duplex,0,1,2.24,1032,1,0,0,,,1995,752,8565,Street,1,2,,Ranch,,3,33.098997,-75.735115,Estate,7.47
"6482 Taylor Turnpike Jeffreyland, TN 43570","6482 Taylor Turnpike Jeffreyland, TN 43570",Chicago,1,6482 Taylor Turnpike,Jeffreyland,TN,43570,Duplex,0,1,1.75,1025,1,,1,1,0,1990,2273,1245,Driveway,3,2,0,Split,,5,34.471874,-84.536436,Courts,5.39
"87424 Victoria Harbors Suite 582 North Joel, MI 46655","87424 Victoria Harbors Suite 582 North Joel, MI 46655",Dalas,1,87424 Victoria Harbors Suite 582,North Joel,MI,46655,Condo,1,,2.61,1739,0,1,1,1,1,1951,1591,5502,Garage,1,4,0,Split,0,2,37.08208,-77.052475,Walk,5.68
"4110 Cook Keys North Anthonymouth, WI 87754","4110 Cook Keys North Anthonymouth, WI 87754",Dallas,1,4110 Cook Keys,North Anthonymouth,WI,87754,Townhouse,,1,3.44,634,1,,1,,,2013,2309,3528,,5,4,0,Colonial,,4,35.899592,-78.433871,Viaduct,9.92
"9220 Bianca Wall Richardsonmouth, MI 19943","9220 Bianca Wall Richardsonmouth, MI 19943",Dallas,,9220 Bianca Wall,Richardsonmouth,MI,19943,Condo,,,3.0,1835,,0,1,0,,1979,2912,2907,Garage,4,3,,Ranch,1,1,37.578714,-108.374446,Estates,8.48
"4610 Marcus Unions Apt. 215 West Christine, VA 47330","4610 Marcus Unions Apt. 215 West Christine, VA 47330",Florida,0,4610 Marcus Unions Apt. 215,West Christine,VA,47330,SFR,1,1,1.97,263,0,0,0,0,,2024,2368,2745,Street,2,1,,Colonial,,3,41.13978,-107.498392,Neck,3.32
"728 Taylor Station Carpenterfort, GU 40325","728 Taylor Station Carpenterfort, GU 40325",Tampa,0,728 Taylor Station,Carpenterfort,GU,40325,Condo,,0,2.51,788,1,1,,1,0,1965,3279,1873,Garage,4,1,0,Colonial,1,5,33.820445,-111.527792,Parkway,3.18
"881 Meyer Unions Jeremytown, PR 93594","881 Meyer Unions Jeremytown, PR 93594",Chicgo,1,881 Meyer Unions,Jeremytown,PR,93594,SFR,1,,3.08,1526,,,0,1,1,1990,1724,7469,Street,1,1,,Colonial,0,5,38.134114,-86.402141,Mills,8.08
"45852 Darryl View Suite 933 Lake Paultown, OR 05834","45852 Darryl View Suite 933 Lake Paultown, OR 05834",Atlanta,0,45852 Darryl View Suite 933,Lake Paultown,OR,5834,Duplex,0,1,2.17,869,,0,0,1,1,2000,3469,4891,,2,1,1,,0,5,38.031685,-88.160095,Crest,4.44
"378 Bowen Coves Suite 727 Lake Melissamouth, DC 14051","378 Bowen Coves Suite 727 Lake Melissamouth, DC 14051", ,0,378 Bowen Coves Suite 727,Lake Melissamouth,DC,14051,SFR,0,0,2.19,1901,0,,1,0,1,1955,2550,3217,Street,1,2,1,,0,4,41.86612,-89.595072,Cliffs,6.9
"59153 Edwards Drive North George, WY 75361","59153 Edwards Drive North George, WY 75361",Dalas,,59153 Edwards Drive,North George,WY,75361,Single Family Home,0,,2.39,736,,1,1,,0,1986,2711,5838,Driveway,3,4,,Ranch,,2,41.853247,-114.637376,Lodge,3.45
"809 Karen Mission Apt. 035 Obrienside, CO 90527","809 Karen Mission Apt. 035 Obrienside, CO 90527",Tampa,0,809 Karen Mission Apt. 035,Obrienside,CO,90527,Townhouse,,,3.42,369,,0,1,1,1,1977,1271,2759,Garage,1,1,,,,2,35.984677,-94.302869,Causeway,9.09
"7978 Natasha Station New Rebecca, NJ 78744","7978 Natasha Station New Rebecca, NJ 78744",Chicgo,,7978 Natasha Station,New Rebecca,NJ,78744,Condo,0,1,2.04,203,,0,,0,,2010,1861,3018,,4,3,,Ranch,0,2,36.563078,-97.483635,Heights,3.55
"4339 Mary Junction Apt. 629 North Scott, NJ 52562","4339 Mary Junction Apt. 629 North Scott, NJ 52562",Florida,1,4339 Mary Junction Apt. 629,North Scott,NJ,52562,Single Family Home,0,1,1.7,478,,1,1,,,1985,2985,8829,Garage,3,4,1,,1,3,35.645407,-105.944815,Cliff,8.83
"0483 Proctor Island Apt. 078 Port Anthonymouth, NE 85310","0483 Proctor Island Apt. 078 Port Anthonymouth, NE 85310",Dallas,0,0483 Proctor Island Apt. 078,Port Anthonymouth,NE,85310,Duplex,1,1,1.48,1866,1,1,1,,1,1956,1258,7080,,6,4,1,Ranch,1,4,35.0852,-89.915752,Village,4.4
"92421 Ray Lights Apt. 281 East Kevin, TX 97369","92421 Ray Lights Apt. 281 East Kevin, TX 97369", ,,92421 Ray Lights Apt. 281,East Kevin,TX,97369,Condo,,,2.3,278,,1,1,,1,2022,1802,8922,Driveway,4,2,,,0,3,38.485534,-93.666515,Coves,3.61
"88982 Bradshaw Rest Lake Dana, WA 07288","88982 Bradshaw Rest Lake Dana, WA 07288",Dallas,1,88982 Bradshaw Rest,Lake Dana,WA,7288,SFR,,,2.66,928,1,0,,1,1,1985,2022,6026,Street,3,1,1,,0,1,41.348815,-75.572595,Wall,4.5
"5498 Gregory Ferry South Raymondstad, ID 19594","5498 Gregory Ferry South Raymondstad, ID 19594",Dalas,1,5498 Gregory Ferry,South Raymondstad,ID,19594,SFR,1,0,2.22,418,,,1,,,2005,2256,3346,Driveway,3,3,0,Colonial,1,1,36.992213,-85.623452,Port,8.81
"5289 Laurie Crest South Albert, MP 95336","5289 Laurie Crest South Albert, MP 95336",Tampa,1,5289 Laurie Crest,South Albert,MP,95336,Townhouse,,1,3.36,1119,1,,,,0,2017,2711,4353,Garage,3,2,0,Colonial,,1,34.273472,-83.210505,Circle,9.82
"24057 Margaret Divide Brandystad, UT 42277","24057 Margaret Divide Brandystad, UT 42277",Dallas,0,24057 Margaret Divide,Brandystad,UT,42277,Townhouse,,0,2.78,174,,1,1,1,,2024,3054,3820,Street,6,4,,Colonial,1,3,40.735342,-102.737612,Freeway,7.79
"59783 Judy Course New Gabrielabury, DC 65543","59783 Judy Course New Gabrielabury, DC 65543",Atlanta,1,59783 Judy Course,New Gabrielabury,DC,65543,Condo,,1,2.15,1517,,0,1,,0,2019,2292,3805,Driveway,3,1,0,Ranch,1,3,35.31653,-103.789755,Pine,6.79
"08626 Garza Ridge Apt. 057 Prattfurt, FM 35173","08626 Garza Ridge Apt. 057 Prattfurt, FM 35173",Dalas,,08626 Garza Ridge Apt. 057,Prattfurt,FM,35173,Duplex,,1,3.32,602,0,0,,,,2010,2488,2173,Street,4,1,,,0,2,38.301394,-112.617094,Burg,3.72
"600 Peters Hollow Suite 003 Peterland, ND 71920","600 Peters Hollow Suite 003 Peterland, ND 71920", ,,600 Peters Hollow Suite 003,Peterland,ND,71920,Duplex,1,1,1.83,1581,0,0,,1,,2014,2043,7571,Driveway,6,2,1,Ranch,,2,38.538825,-92.691743,Forest,7.15
"51522 Morgan Shoals Apt. 161 Ericburgh, CO 16654","51522 Morgan Shoals Apt. 161 Ericburgh, CO 16654",Florida,0,51522 Morgan Shoals Apt. 161,Ericburgh,CO,16654,Single Family Home,0,,1.73,1525,0,0,1,0,1,1970,1093,8449,Garage,4,4,,Ranch,0,3,39.701083,-79.273468,Parkways,7.82
