Reviewed_Status,Most_Recent_Status,Source,Occupancy,Net_Yield,IRR,Selling_Reason,Seller_Retained_Broker,Final_Reviewer
New,Kick,Internal,,5.37,6.15,,,David Thompson
Cancelled,Available,M L S,No,8.72,9.09,,Yes,Sophia Williams
Null,Kick,Bulk,,11.34,10.34,Downsizing,Yes,Luis Garcia
 ,Pending,Internal,No,3.81,9.45,Downsizing,,Priya Sharma
New,Available,Internal,Yes,3.98,16.76,Investor Sale,No,Sophia Williams
New,Close,Opendoor,Yes,10.02,13.28,Investor Sale,,Jessica Lin
Cancelled,Pend,Broker,,10.61,18.33,Downsizing,No,David Thompson
New,Pend,Internal,,6.57,10.39,Job Transfer,No,Amit Kumar
Reviewed,Always Kick,Auction.com,No,10.53,14.05,,No,Emily Patel
Accepted Offer, ,Auction.com,No,7.93,10.62,Investor Sale,No,Sophia Williams
Reviewed,Cancelled,M L S,Yes,11.48,10.55,Job Transfer,No,Priya Sharma
Reviewed,Null,Broker,Yes,4.09,7.52,Downsizing,,Jason Miller
Cancelled,Null,MLS,Yes,3.28,18.95,Downsizing,No,David Thompson
Accepted Offer,Pending,Bulk,No,6.85,8.17,,,Emily Patel
Accepted Offer,Pend,Auction.com,,10.58,7.84,Investor Sale,,Michael Chen
Cancelled,Always Kick,M L S,,9.15,14.72,Job Transfer,Yes,Samantha Pierce
Closed,Pend,M L S,Yes,8.75,12.56,Investor Sale,No,Jessica Lin
 ,Always Kick,Internal,,9.17,6.9,Investor Sale,Yes,Jessica Lin
Null, ,MLS,,6.09,16.08,,No,Amit Kumar
New,Closed,Broker,No,10.53,14.4,Investor Sale,No,Jason Miller
Offered,Pend,Bulk,Yes,9.11,17.55,Downsizing,Yes,Emily Patel
Offered,Pending,Internal,No,3.12,6.74,,,Sophia Williams
Closed,Pend,Opendoor,Yes,8.34,17.76,Downsizing,,Sophia Williams
 ,Closed,Bulk,,6.09,9.33,Investor Sale,Yes,David Thompson
 ,Null,Opendoor,No,6.42,10.99,,No,Amit Kumar
Null,Cancelled,Auction.com,,10.79,6.89,Downsizing,No,Jessica Lin
Reviewed, ,Auction.com,No,9.43,14.81,Investor Sale,No,Amit Kumar
Offered,Null,MLS,No,9.93,12.79,Job Transfer,Yes,Samantha Pierce
Closed, ,M L S,,8.05,17.82,Investor Sale,No,Jason Miller
Null,Pending,MLS,Yes,9.95,16.12,,Yes,Emily Patel
New,Always Kick,Auction.com,Yes,8.43,13.2,Investor Sale,,Luis Garcia
Closed,Kick,Broker,No,5.42,14.1,Investor Sale,Yes,Emily Patel
New,Always Kick,Internal,,10.75,8.13,,,Emily Patel
Offered,Pend,Broker,,3.32,15.38,Job Transfer,No,David Thompson
Reviewed, ,MLS,No,3.31,17.23,,No,Jason Miller
Reviewed,Null,MLS,,10.51,7.99,Investor Sale,No,Jason Miller
Closed, ,MLS,,6.75,18.2,,,Michael Chen
Null,Always Kick,M L S,No,5.8,11.96,,No,Michael Chen
Null,Available,MLS,No,4.07,9.64,Downsizing,No,Amit Kumar
Closed,Kick,MLS,Yes,9.71,13.45,Investor Sale,No,Amit Kumar
Closed,Cancelled,Opendoor,,7.5,16.21,Investor Sale,,Emily Patel
Accepted Offer,Close,Opendoor,,4.42,9.28,Investor Sale,Yes,Sophia Williams
Offered,Cancelled,MLS,No,8.55,18.72,Investor Sale,No,Priya Sharma
 ,Cancelled,Opendoor,No,6.7,8.59,Investor Sale,Yes,Priya Sharma
Closed,Closed,Broker,No,10.9,7.01,Investor Sale,,Jason Miller
Reviewed,Cancelled,MLS,No,11.03,9.49,Investor Sale,Yes,Samantha Pierce
Cancelled,Available,M L S,Yes,5.74,12.36,Investor Sale,,Jason Miller
Cancelled, ,MLS,Yes,7.08,13.83,,Yes,Amit Kumar
Null,Pend,Bulk,Yes,7.81,15.71,Job Transfer,Yes,Emily Patel
Reviewed,Pending,Internal,,6.94,5.4,Job Transfer,Yes,Sophia Williams
Accepted Offer,Null,MLS,No,4.08,10.48,Downsizing,No,Samantha Pierce
Offered,Available,Broker,No,8.85,14.78,Investor Sale,No,Amit Kumar
New,Always Kick,MLS,Yes,10.89,13.23,Job Transfer,Yes,Michael Chen
Cancelled,Null,MLS,Yes,11.66,16.32,Downsizing,Yes,Emily Patel
New,Pending,Auction.com,No,5.78,6.75,,No,Luis Garcia
Accepted Offer,Closed,Bulk,,11.47,7.48,Downsizing,No,Sophia Williams
Closed,Pending,Internal,,8.8,12.81,,Yes,Michael Chen
 ,Pend,Auction.com,No,10.83,12.17,Investor Sale,,Luis Garcia
Offered,Cancelled,M L S,Yes,11.0,17.25,Job Transfer,Yes,Amit Kumar
Reviewed,Kick,Auction.com,No,11.28,14.77,Downsizing,No,David Thompson
Accepted Offer,Pend,MLS,,6.54,18.7,,Yes,Amit Kumar
Reviewed,Available,Opendoor,No,3.8,5.87,,,Emily Patel
Closed,Close,MLS,No,7.5,19.36,,Yes,David Thompson
Cancelled,Always Kick,Auction.com,Yes,8.43,9.16,Downsizing,Yes,Jessica Lin
Reviewed,Always Kick,M L S,,3.1,5.67,Job Transfer,No,Emily Patel
Accepted Offer,Pend,Internal,,10.16,13.73,,No,Priya Sharma
Reviewed,Always Kick,MLS,,9.51,14.38,Downsizing,No,Priya Sharma
Offered,Available,Opendoor,Yes,6.41,19.86,Investor Sale,,Priya Sharma
Offered,Available,MLS,,4.17,5.51,Investor Sale,,Michael Chen
Offered,Null,M L S,No,7.65,17.52,Downsizing,No,Jason Miller
 ,Always Kick,Internal,Yes,3.28,14.8,Downsizing,Yes,Michael Chen
New,Pending,Opendoor,,10.56,19.39,Downsizing,No,Jessica Lin
Closed,Closed,Auction.com,Yes,3.34,15.51,,,Jessica Lin
 ,Always Kick,Broker,No,10.2,7.38,Job Transfer,Yes,Jason Miller
Accepted Offer, ,Internal,No,3.41,19.94,Downsizing,,Samantha Pierce
Null,Kick,Broker,Yes,4.61,10.89,Investor Sale,No,Michael Chen
Null,Close,M L S,Yes,5.58,7.67,Job Transfer,No,Sophia Williams
 ,Cancelled,Bulk,No,6.86,12.39,Job Transfer,,Michael Chen
New,Always Kick,Internal,Yes,10.91,16.15,Downsizing,No,Sophia Williams
Offered, ,Opendoor,,9.11,10.07,,,Sophia Williams
Offered,Close,Bulk,Yes,6.12,13.11,Job Transfer,No,Sophia Williams
Closed, ,Broker,No,3.97,5.58,,No,Priya Sharma
 ,Kick,Internal,,10.31,19.85,Downsizing,,David Thompson
Cancelled,Pending,MLS,No,3.46,18.08,Downsizing,,Jessica Lin
Accepted Offer,Pend,Broker,No,3.73,14.65,,Yes,Jessica Lin
New,Cancelled,M L S,,10.88,7.6,Job Transfer,No,Jason Miller
Null,Pending,Internal,Yes,3.03,6.96,Downsizing,,David Thompson
Accepted Offer,Kick,M L S,,9.3,9.36,Job Transfer,,Priya Sharma
 ,Pend,Broker,Yes,7.67,12.07,Job Transfer,No,Emily Patel
Offered,Kick,MLS,,10.64,19.64,Downsizing,Yes,Amit Kumar
Cancelled,Pending,M L S,No,8.92,14.48,,Yes,Priya Sharma
Accepted Offer,Pending,Internal,Yes,9.56,17.7,Investor Sale,No,Michael Chen
Cancelled,Cancelled,Broker,,10.0,6.73,Job Transfer,Yes,Emily Patel
Cancelled,Pend,Opendoor,,10.81,14.17,Job Transfer,No,Jessica Lin
 ,Closed,Bulk,Yes,9.21,7.1,Downsizing,,Jason Miller
Reviewed, ,Auction.com,,10.43,19.85,Downsizing,,Jessica Lin
New,Close,MLS,Yes,8.53,19.45,,,Jessica Lin
Offered,Cancelled,Broker,No,10.99,6.88,Job Transfer,,David Thompson
Accepted Offer,Pend,MLS,No,9.03,14.92,Investor Sale,,Samantha Pierce
Accepted Offer, ,M L S,,8.5,5.23,,,Jessica Lin
Offered,Pending,Auction.com,,7.86,8.7,Downsizing,Yes,Amit Kumar
Offered,Always Kick,Internal,Yes,10.77,5.17,,,Samantha Pierce
Reviewed,Always Kick,MLS,Yes,4.22,18.09,Investor Sale,No,Jason Miller
Offered,Kick,Internal,Yes,7.35,19.82,Downsizing,No,Sophia Williams
 ,Pending,Bulk,,3.87,11.5,Job Transfer,No,Samantha Pierce
Cancelled,Pending,Auction.com,Yes,8.35,7.52,,,Michael Chen
Reviewed,Kick,MLS,No,11.0,15.49,,No,Priya Sharma
Reviewed, ,MLS,,7.63,18.25,Downsizing,,Priya Sharma
Cancelled,Cancelled,MLS,Yes,11.03,5.47,,No,Luis Garcia
Cancelled,Closed,MLS,No,5.95,9.82,Job Transfer,No,Emily Patel
New,Cancelled,Broker,No,7.81,18.1,Job Transfer,No,Priya Sharma
Cancelled,Kick,MLS,,6.17,13.68,Investor Sale,,David Thompson
Cancelled, ,M L S,No,7.95,19.23,,No,Jessica Lin
Reviewed,Close,Broker,Yes,3.39,14.44,Investor Sale,,Sophia Williams
 ,Cancelled,Opendoor,,10.05,6.03,Job Transfer,Yes,Sophia Williams
Offered,Pending,MLS,Yes,6.93,17.57,Investor Sale,Yes,Luis Garcia
Offered,Kick,M L S,No,9.46,13.29,,Yes,Sophia Williams
Reviewed,Pend,Bulk,,6.32,16.69,Downsizing,No,Luis Garcia
New,Pending,Broker,,3.5,14.4,Downsizing,,Jason Miller
Closed,Close,MLS,Yes,10.19,9.73,Investor Sale,Yes,Sophia Williams
Reviewed,Closed,Internal,No,5.4,16.58,Downsizing,Yes,Priya Sharma
Closed,Always Kick,Bulk,,10.89,7.26,Job Transfer,No,Emily Patel
Null,Pending,MLS,No,8.78,12.0,Downsizing,,Samantha Pierce
Accepted Offer,Pend,MLS,Yes,6.39,16.18,Investor Sale,No,David Thompson
New,Available,MLS,No,7.51,14.46,Job Transfer,,Samantha Pierce
Reviewed,Available,M L S,Yes,6.28,6.8,Job Transfer,No,Emily Patel
Reviewed,Always Kick,Broker,Yes,7.68,6.76,Downsizing,No,Samantha Pierce
Reviewed,Kick,MLS,No,5.43,17.84,,Yes,Jason Miller
Null, ,Auction.com,,11.23,16.16,Downsizing,,Emily Patel
Closed,Available,MLS,No,9.38,13.66,Investor Sale,No,David Thompson
Cancelled,Null,Internal,,11.81,9.04,,,Emily Patel
Offered,Close,Bulk,Yes,11.42,11.46,Job Transfer,No,Jessica Lin
Offered,Always Kick,Bulk,Yes,4.66,14.41,Job Transfer,No,Samantha Pierce
Cancelled,Cancelled,Bulk,No,3.01,17.99,,Yes,David Thompson
Offered,Available,MLS,,11.56,5.49,Investor Sale,,Sophia Williams
Accepted Offer,Closed,Auction.com,Yes,10.55,6.23,Job Transfer,No,Sophia Williams
Cancelled,Pending,Broker,,9.32,12.71,,No,Sophia Williams
Closed,Null,Bulk,,4.73,11.31,Investor Sale,No,David Thompson
Null, ,Bulk,Yes,8.59,6.56,,No,Samantha Pierce
New,Cancelled,Opendoor,,9.96,13.73,Downsizing,Yes,Sophia Williams
Null,Pend,Broker,,4.04,17.36,Job Transfer,,Priya Sharma
Reviewed,Close,MLS,No,6.53,15.0,Downsizing,Yes,Jessica Lin
Cancelled,Close,Opendoor,No,3.13,14.39,Job Transfer,No,Michael Chen
Reviewed,Always Kick,Broker,Yes,9.33,15.73,,,Jason Miller
Closed,Available,Bulk,No,10.25,18.13,Job Transfer,,Amit Kumar
Offered,Close,M L S,,3.21,16.45,Downsizing,,Luis Garcia
Closed,Null,Bulk,Yes,5.71,9.77,Downsizing,Yes,Emily Patel
Cancelled,Kick,MLS,No,10.14,7.2,Downsizing,No,Amit Kumar
Offered,Pend,M L S,No,3.85,14.69,Downsizing,No,Jessica Lin
Null,Kick,Broker,No,11.24,7.69,Investor Sale,,Sophia Williams
Null, ,Internal,,3.63,5.52,Job Transfer,Yes,Emily Patel
Offered,Cancelled,Broker,,7.82,14.56,Job Transfer,,Jason Miller
 ,Null,Internal,Yes,7.51,17.64,,Yes,Sophia Williams
New,Close,Bulk,,4.64,19.89,Job Transfer,Yes,Priya Sharma
Null,Close,Internal,,8.67,14.85,,No,Michael Chen
Accepted Offer,Pend,MLS,No,5.1,17.76,,No,David Thompson
Accepted Offer,Close,MLS,Yes,10.51,7.15,Job Transfer,Yes,Jessica Lin
Null,Close,Broker,Yes,10.01,16.28,Downsizing,No,Emily Patel
Reviewed,Null,MLS,,9.95,7.77,Downsizing,Yes,Amit Kumar
New,Close,Auction.com,Yes,8.72,14.43,Downsizing,No,Priya Sharma
 ,Close,Broker,No,5.81,13.81,Investor Sale,,David Thompson
Reviewed,Cancelled,MLS,,9.45,15.36,,No,Emily Patel
Offered,Available,Internal,,9.94,19.87,Job Transfer,No,Michael Chen
 ,Pend,Auction.com,No,6.33,18.92,,Yes,Jason Miller
Offered,Always Kick,Internal,,7.52,19.11,Job Transfer,Yes,Priya Sharma
 ,Close,Internal,Yes,6.86,15.28,Downsizing,Yes,Emily Patel
Null,Closed,Broker,,5.26,12.9,Job Transfer,,David Thompson
 ,Cancelled,Bulk,Yes,4.62,14.48,,Yes,Amit Kumar
Reviewed, ,Opendoor,No,7.57,13.21,Investor Sale,,Jessica Lin
Null,Available,Auction.com,No,8.49,17.85,,No,Jessica Lin
Reviewed,Always Kick,M L S,Yes,6.57,6.55,,No,Luis Garcia
Closed,Pending,Internal,,9.4,7.26,Investor Sale,Yes,Jason Miller
 , ,MLS,,5.49,15.34,,No,Jessica Lin
New, ,Broker,Yes,5.16,13.95,Investor Sale,Yes,Amit Kumar
Accepted Offer,Kick,Auction.com,Yes,9.97,6.22,Downsizing,No,Amit Kumar
Closed,Pending,MLS,,7.5,11.91,,,Jessica Lin
New,Close,MLS,,5.11,12.34,Job Transfer,Yes,Amit Kumar
Accepted Offer,Null,Internal,Yes,8.39,14.35,,,Jessica Lin
New,Available,Opendoor,No,8.8,5.08,Investor Sale,,Jason Miller
Closed, ,Internal,Yes,9.45,13.92,Downsizing,No,Luis Garcia
Null,Pending,Broker,,3.99,11.65,Job Transfer,No,Michael Chen
Reviewed,Pending,MLS,Yes,9.36,18.67,,,Samantha Pierce
Closed,Null,Broker,Yes,4.38,16.99,Downsizing,Yes,Priya Sharma
Cancelled,Pending,Auction.com,,11.04,11.82,,No,Sophia Williams
Offered,Available,Internal,,6.59,18.65,Downsizing,,Jessica Lin
Offered,Cancelled,Bulk,Yes,6.98,9.46,Job Transfer,,Michael Chen
Closed,Pending,Broker,,3.76,9.02,,Yes,Jessica Lin
New,Always Kick,MLS,No,11.31,14.82,Job Transfer,No,David Thompson
Null, ,MLS,No,4.64,18.74,Downsizing,,Samantha Pierce
New,Close,Broker,Yes,4.61,6.08,Downsizing,Yes,Samantha Pierce
Accepted Offer, ,MLS,No,6.17,16.82,Downsizing,,Luis Garcia
Null,Kick,MLS,,11.25,13.11,Job Transfer,No,Michael Chen
Closed, ,Auction.com,,8.95,11.86,Investor Sale,No,Michael Chen
Reviewed,Available,Internal,Yes,6.16,8.98,Downsizing,,Jason Miller
Closed,Kick,Internal,Yes,10.41,8.25,,,Luis Garcia
Closed,Close,Opendoor,,4.03,5.58,Downsizing,,Jessica Lin
Cancelled,Close,MLS,No,4.62,14.05,,Yes,Emily Patel
Offered,Available,MLS,,6.86,14.98,,Yes,Jessica Lin
Cancelled, ,Broker,No,3.15,19.82,Investor Sale,No,Luis Garcia
Accepted Offer,Closed,Bulk,No,9.31,11.16,Job Transfer,,David Thompson
Cancelled,Available,MLS,Yes,9.17,18.77,Job Transfer,Yes,Priya Sharma
Cancelled,Pend,Bulk,No,3.82,14.4,Job Transfer,No,Priya Sharma
New,Closed,MLS,No,11.74,16.91,,,Amit Kumar
Reviewed,Null,Auction.com,No,9.61,19.34,Downsizing,,Emily Patel
Null,Available,Opendoor,Yes,7.75,13.24,Downsizing,,David Thompson
Closed,Available,Broker,Yes,3.68,18.62,Investor Sale,Yes,Emily Patel
Cancelled,Pend,Opendoor,Yes,9.65,19.31,Investor Sale,No,David Thompson
Null, ,Internal,,9.7,12.82,Investor Sale,Yes,Jason Miller
Accepted Offer,Closed,MLS,No,9.97,13.8,Investor Sale,,Luis Garcia
Accepted Offer, ,MLS,,6.46,7.38,,Yes,Michael Chen
New,Null,M L S,,3.55,11.24,Job Transfer,,Jason Miller
Cancelled,Null,MLS,,9.38,18.33,Investor Sale,,David Thompson
Closed,Kick,MLS,No,5.65,5.0,Job Transfer,No,David Thompson
 ,Close,Broker,,5.19,13.45,Job Transfer,Yes,David Thompson
Reviewed, ,MLS,,8.68,11.41,Investor Sale,Yes,Luis Garcia
Offered, ,MLS,No,7.52,14.24,Downsizing,No,Priya Sharma
Cancelled,Null,Internal,No,3.04,5.77,Downsizing,Yes,Luis Garcia
Offered,Pending,Internal,No,6.15,9.88,,,Amit Kumar
Reviewed,Close,M L S,,3.17,17.1,,No,Samantha Pierce
 ,Null,MLS,No,4.26,17.46,Job Transfer,No,Jason Miller
 , ,Bulk,Yes,5.04,7.32,Investor Sale,Yes,Priya Sharma
Null,Close,Internal,,5.92,13.2,,No,Emily Patel
Offered,Null,MLS,Yes,7.98,10.6,,,David Thompson
Accepted Offer,Null,Internal,,7.49,18.82,Investor Sale,,Samantha Pierce
New,Pending,MLS,,8.18,15.92,Investor Sale,No,Amit Kumar
New,Available,Internal,No,6.07,15.5,,,Samantha Pierce
Reviewed,Cancelled,Bulk,No,7.87,8.01,Investor Sale,,Priya Sharma
Offered,Closed,Auction.com,Yes,3.77,13.58,Downsizing,No,Jessica Lin
Accepted Offer,Always Kick,Internal,,6.76,7.43,,Yes,Samantha Pierce
Null,Pend,Bulk,No,11.21,5.49,Downsizing,,Emily Patel
Reviewed,Cancelled,Internal,Yes,11.57,5.52,Job Transfer,No,Michael Chen
New,Pend,Opendoor,No,10.8,19.62,Downsizing,Yes,Luis Garcia
New,Available,Auction.com,Yes,9.17,13.17,Job Transfer,Yes,Samantha Pierce
Null,Pending,Internal,,5.69,17.75,Investor Sale,Yes,David Thompson
Null,Cancelled,Bulk,,11.8,11.66,Downsizing,Yes,Luis Garcia
Offered,Closed,MLS,No,10.34,9.42,Investor Sale,No,Emily Patel
Cancelled,Closed,M L S,No,7.99,5.94,,No,Emily Patel
New,Pend,Bulk,,5.41,12.27,,,Samantha Pierce
Cancelled,Null,MLS,Yes,8.13,6.69,Job Transfer,,Priya Sharma
 ,Cancelled,MLS,Yes,4.16,8.18,Investor Sale,Yes,Luis Garcia
Closed,Kick,M L S,No,8.01,8.17,,,Amit Kumar
New,Kick,Bulk,Yes,6.14,10.83,Downsizing,,Emily Patel
Accepted Offer,Close,Auction.com,Yes,9.32,14.43,,Yes,Emily Patel
Closed,Available,Bulk,No,5.74,16.93,Job Transfer,Yes,Jason Miller
Accepted Offer,Pend,Bulk,Yes,11.14,7.86,,Yes,Michael Chen
Offered,Available,M L S,Yes,5.16,11.11,Downsizing,,Priya Sharma
Closed,Closed,MLS,Yes,11.51,18.43,Job Transfer,No,Jason Miller
New,Close,M L S,Yes,9.67,10.96,Job Transfer,,Michael Chen
 ,Close,Auction.com,,9.18,14.93,,Yes,Luis Garcia
Closed, ,Broker,Yes,11.48,16.32,Investor Sale,Yes,Jessica Lin
Reviewed,Close,M L S,Yes,10.22,13.91,,,Amit Kumar
Cancelled,Closed,Bulk,,9.44,13.88,Investor Sale,,Amit Kumar
Null,Cancelled,Internal,Yes,11.63,12.12,Downsizing,Yes,David Thompson
Closed,Close,MLS,Yes,5.81,16.64,Investor Sale,Yes,Sophia Williams
New,Pending,Auction.com,,3.47,9.38,Job Transfer,,Amit Kumar
Accepted Offer,Null,Broker,No,3.15,6.29,,No,Jessica Lin
Cancelled,Kick,Bulk,No,10.77,13.18,Investor Sale,Yes,Jason Miller
 ,Always Kick,M L S,Yes,5.68,18.93,Job Transfer,No,David Thompson
Reviewed,Pending,Auction.com,Yes,10.97,19.62,,,Samantha Pierce
Offered,Available,MLS,Yes,9.62,19.02,Downsizing,,David Thompson
 , ,MLS,No,5.53,19.74,,,Jason Miller
Accepted Offer,Pending,Opendoor,No,10.64,18.19,Investor Sale,No,Luis Garcia
Cancelled,Closed,MLS,No,8.11,18.43,,No,David Thompson
Reviewed,Kick,Internal,Yes,3.04,8.3,,,Jason Miller
Null,Cancelled,MLS,Yes,7.1,5.44,Investor Sale,No,Priya Sharma
Reviewed,Cancelled,M L S,Yes,9.09,8.67,Job Transfer,No,Samantha Pierce
New,Close,Auction.com,,8.0,16.65,Job Transfer,Yes,Jessica Lin
New,Pend,MLS,Yes,3.49,15.65,Job Transfer,No,Priya Sharma
Null,Close,MLS,,10.4,12.65,Investor Sale,,Samantha Pierce
New,Pending,Opendoor,No,6.66,7.75,,,Samantha Pierce
New,Always Kick,Bulk,Yes,11.91,12.65,Downsizing,,Samantha Pierce
Closed, ,MLS,,8.05,18.08,Job Transfer,Yes,Emily Patel
Null,Kick,MLS,No,7.81,7.1,Job Transfer,Yes,Sophia Williams
 , ,MLS,,11.51,18.64,Investor Sale,,David Thompson
Reviewed,Always Kick,Auction.com,,10.3,5.2,,No,Samantha Pierce
New,Pending,Broker,Yes,8.73,6.74,,Yes,Jason Miller
Null,Pending,Bulk,,6.71,8.33,Downsizing,Yes,David Thompson
Null,Pend,Internal,Yes,10.42,15.28,Job Transfer,No,David Thompson
Accepted Offer,Null,M L S,Yes,6.54,15.96,Job Transfer,Yes,Luis Garcia
Null, ,M L S,No,8.28,19.88,Investor Sale,Yes,Emily Patel
Null,Available,MLS,No,8.04,15.05,,No,Jessica Lin
Cancelled,Kick,Auction.com,Yes,8.28,18.79,,No,David Thompson
 , ,Broker,,6.01,17.61,Downsizing,,David Thompson
Offered,Available,Internal,No,9.59,11.72,Job Transfer,No,Priya Sharma
Closed,Always Kick,Broker,Yes,9.97,12.69,Job Transfer,No,Michael Chen
New, ,M L S,No,8.77,6.12,Job Transfer,,Michael Chen
Accepted Offer, ,Broker,No,9.91,12.22,Investor Sale,No,Amit Kumar
Offered,Pend,Bulk,No,11.18,19.24,Job Transfer,,Samantha Pierce
Reviewed,Always Kick,Bulk,No,3.29,11.37,Job Transfer,Yes,Jessica Lin
Reviewed, ,Auction.com,,11.66,13.57,Investor Sale,,Michael Chen
Closed,Cancelled,Bulk,No,8.13,9.59,Downsizing,,Jason Miller
Accepted Offer,Pend,MLS,Yes,5.71,9.09,Downsizing,Yes,Emily Patel
New,Null,Auction.com,Yes,10.88,12.89,,,Luis Garcia
Closed, ,MLS,Yes,5.4,11.8,Job Transfer,No,Emily Patel
Reviewed,Cancelled,Bulk,Yes,11.88,15.51,Investor Sale,,Michael Chen
Reviewed, ,Bulk,No,6.61,13.19,,No,Amit Kumar
 ,Closed,Internal,No,8.8,6.43,Investor Sale,No,Luis Garcia
Reviewed,Pending,Internal,,7.72,18.84,,No,Jessica Lin
Null,Null,Auction.com,No,7.63,7.17,Job Transfer,,Priya Sharma
Reviewed,Null,Auction.com,,11.81,9.94,Investor Sale,,Michael Chen
Null,Closed,Auction.com,Yes,9.69,17.64,Job Transfer,,David Thompson
Offered,Closed,MLS,,10.16,8.1,Job Transfer,,Jessica Lin
Reviewed,Pend,Bulk,No,11.05,7.94,,No,Jason Miller
Offered,Always Kick,MLS,No,10.42,19.5,Downsizing,,Sophia Williams
 ,Pending,Auction.com,Yes,10.74,17.24,Job Transfer,,Priya Sharma
Cancelled,Available,Auction.com,No,6.81,14.44,Job Transfer,,Amit Kumar
Null,Pend,Auction.com,,9.72,13.93,Downsizing,,David Thompson
Cancelled,Always Kick,Broker,No,5.98,9.88,,No,Jason Miller
Null,Close,M L S,No,3.86,6.73,Job Transfer,Yes,Priya Sharma
New,Pending,Internal,,5.98,5.04,Job Transfer,No,Luis Garcia
Cancelled, ,MLS,Yes,9.36,9.69,,No,Jason Miller
Null, ,Broker,,3.8,5.12,Job Transfer,,David Thompson
Accepted Offer,Null,MLS,Yes,10.4,5.77,,No,Michael Chen
Reviewed,Close,MLS,No,7.73,18.51,,,Luis Garcia
 ,Null,Auction.com,No,8.5,10.82,Job Transfer,,Sophia Williams
Closed,Kick,Bulk,No,9.66,19.63,Job Transfer,Yes,Jason Miller
 ,Kick,Broker,Yes,3.1,10.81,Job Transfer,Yes,Jessica Lin
New,Close,MLS,Yes,3.99,16.76,Investor Sale,No,Michael Chen
Null,Available,MLS,Yes,11.05,6.94,Job Transfer,Yes,Amit Kumar
Cancelled, ,Internal,No,3.15,8.88,,Yes,Sophia Williams
Offered, ,Broker,,11.49,5.66,Downsizing,No,Emily Patel
New,Always Kick,Auction.com,No,3.52,19.48,Investor Sale,Yes,Luis Garcia
Accepted Offer,Null,Opendoor,Yes,5.84,6.1,Job Transfer,No,Samantha Pierce
 ,Pending,Broker,No,6.49,11.54,Job Transfer,No,Amit Kumar
Offered, ,MLS,Yes,5.46,15.02,Job Transfer,No,Samantha Pierce
Null,Pend,Bulk,Yes,7.15,5.92,,No,Luis Garcia
Null,Always Kick,MLS,Yes,4.44,17.87,,Yes,Amit Kumar
Cancelled,Close,Opendoor,Yes,3.35,16.04,Job Transfer,,Luis Garcia
New,Null,Bulk,Yes,7.92,11.08,Investor Sale,Yes,David Thompson
New,Null,Opendoor,,4.01,9.34,Job Transfer,Yes,Jessica Lin
Accepted Offer,Closed,Broker,Yes,5.09,10.53,Investor Sale,No,Amit Kumar
Reviewed,Closed,Auction.com,No,4.93,14.33,Investor Sale,,Jason Miller
Reviewed,Pend,Auction.com,Yes,8.14,6.29,Downsizing,,Jessica Lin
Closed,Null,MLS,No,7.88,8.38,Investor Sale,No,Jessica Lin
Closed,Closed,M L S,,4.1,18.09,Investor Sale,No,Samantha Pierce
New,Available,MLS,Yes,6.21,18.94,,,Emily Patel
Offered,Kick,MLS,No,10.02,9.72,Downsizing,No,Jason Miller
Accepted Offer,Kick,M L S,No,11.29,16.66,,Yes,Jessica Lin
Cancelled,Available,Broker,,8.52,19.13,Downsizing,No,Luis Garcia
Null,Cancelled,Internal,No,8.32,14.18,Job Transfer,No,Sophia Williams
Accepted Offer,Close,Broker,,11.08,10.92,Job Transfer,No,David Thompson
Cancelled, ,Auction.com,No,7.9,6.96,Job Transfer,Yes,Luis Garcia
New,Null,Broker,,6.67,17.35,Investor Sale,No,David Thompson
Null,Cancelled,Opendoor,No,9.07,19.22,Investor Sale,,Jason Miller
Offered,Available,Opendoor,No,9.47,6.24,Investor Sale,Yes,Jessica Lin
Offered,Closed,MLS,Yes,4.37,10.21,Downsizing,No,Jessica Lin
Offered,Closed,Bulk,,6.72,8.04,Downsizing,,Luis Garcia
Closed,Kick,Bulk,,4.98,12.27,Job Transfer,,Amit Kumar
Null,Cancelled,Bulk,,5.53,6.2,Job Transfer,No,Emily Patel
Offered,Kick,Bulk,Yes,10.74,6.81,,No,Priya Sharma
Offered,Closed,Opendoor,Yes,3.18,18.76,,No,Sophia Williams
 ,Cancelled,M L S,,5.99,14.3,Investor Sale,,Samantha Pierce
Cancelled,Always Kick,M L S,No,5.3,19.05,Job Transfer,,Luis Garcia
Offered,Null,Bulk,,6.03,8.18,,Yes,Amit Kumar
 ,Available,MLS,No,10.11,18.2,Job Transfer,,David Thompson
 ,Always Kick,M L S,Yes,5.6,6.18,Downsizing,Yes,Samantha Pierce
Reviewed,Pend,MLS,,9.01,18.19,,,Jessica Lin
Null,Pend,Broker,,8.66,8.77,Investor Sale,,Sophia Williams
Reviewed,Cancelled,Bulk,,5.58,11.99,Downsizing,,Samantha Pierce
Accepted Offer,Always Kick,M L S,,6.71,18.66,,Yes,Emily Patel
Offered,Pending,M L S,,10.0,13.4,Investor Sale,Yes,Emily Patel
Null,Null,Bulk,,3.82,13.82,Downsizing,,David Thompson
Cancelled,Pending,Broker,,10.99,13.1,Downsizing,Yes,Samantha Pierce
Null,Null,MLS,,6.65,5.74,Downsizing,Yes,Jessica Lin
New,Closed,Bulk,No,10.08,19.91,Downsizing,Yes,Sophia Williams
