Previous_Rent,List_Price,Zestimate,ARV,Expected_Rent,Rent_Zestimate,Low_FMR,High_FMR,Redfin_Value
3343,296947,441527,175677,2789,1076,1565,2439,523827
1056,496835,316401,240469,2103,1280,771,3218,496474
2089,329080,338781,460498,1421,1483,1530,1780,307987
898,492735,224815,478652,1703,1622,1502,2947,579995
1155,445113,93717,144271,2887,1173,1787,2332,588160
3239,259407,533967,132431,1944,3644,992,2284,241673
1150,196697,97019,426154,2177,1263,1503,3434,411476
1431,442669,216966,382726,2495,3665,1324,2264,319058
2454,282751,525283,391405,1743,2994,1076,1779,595497
2812,360355,157104,480852,1828,3606,1584,1187,302227
2990,392528,285927,493771,2176,3618,1599,2857,178867
1588,457491,119457,121085,3400,3905,1122,2953,487630
2320,118694,390884,406937,1396,989,1290,2992,575341
900,439300,146687,98233,1664,948,1189,3277,267392
1731,358037,343133,259786,2534,1388,902,1948,115311
946,479468,494704,257064,3407,3478,1682,2633,451928
3410,248919,214797,360958,2426,3975,1668,2605,521294
1868,428228,93103,226173,1452,3039,1903,1467,199470
2174,166800,283624,550205,1753,1025,1060,1742,562978
2077,243230,262366,325459,2239,1365,1461,1174,598784
3029,268347,249772,555397,1475,1295,1318,2961,483673
1748,333309,467793,150790,1128,1442,784,1832,216098
1993,137188,374054,189877,1950,3856,938,2361,306565
2485,365493,389734,461888,3153,2167,1169,2369,515841
3086,218168,159542,390918,2648,2194,1091,1541,535062
2518,494401,230241,301701,1584,2359,924,1565,577842
2013,419823,408740,378653,3487,2444,770,2636,349750
970,269831,461571,186035,2993,3578,1516,2063,363360
1503,268851,316376,412311,1310,901,1268,2871,494088
2541,196405,428922,284609,1812,1287,1958,1435,384755
983,262781,230073,578041,1797,2566,703,1643,328437
2181,337609,504397,382875,1551,1985,1861,1140,259585
1829,217901,485754,502101,1100,1719,818,1518,294050
1441,375962,135152,305490,2204,3692,1066,2563,429138
2316,107563,101172,255251,1323,3418,1594,2591,108121
2329,459572,212819,530235,968,3523,858,2426,171466
3458,285011,447421,477547,1727,1058,920,2076,561748
2033,207191,362598,489814,2689,2381,1207,3397,509287
2970,393237,414472,472659,1601,3292,847,2738,403465
3053,316416,347537,202526,1088,2555,808,1713,314029
1031,384180,275216,588695,1690,2222,1212,1833,295840
981,378509,505661,591817,1098,3370,1168,2635,152039
3462,478604,131917,590167,3016,1697,1620,3111,515272
1770,152945,218128,132580,3227,2249,1002,3415,572400
1011,101625,310262,425816,2674,2413,1214,2647,362875
1027,201768,258789,237887,1021,2596,947,2165,445929
2332,435814,167922,453376,2497,2855,1650,3168,109311
3428,326027,391241,110454,1507,1934,1567,2574,227473
3339,409200,490694,298980,1104,3125,1209,2403,117570
2865,184271,429006,116863,3427,2123,747,2881,220895
1792,173769,368469,183169,3012,1649,1053,2279,474284
1235,470443,320951,363839,2476,1203,1784,3484,160323
3056,331766,108553,570491,2474,2679,1180,1888,395247
2671,112729,138656,256445,1788,1352,1778,3104,194404
2469,479564,289478,277379,2660,1121,1237,3062,537193
2993,465643,253044,456342,2590,3032,819,1727,313701
2655,465049,496484,506087,2834,1230,1955,2089,210640
3180,366210,316794,222021,2332,2380,1512,2558,307510
2490,226617,546290,221366,3010,1728,1028,2742,294697
2194,342411,408937,273931,1383,2995,1875,1986,311671
1823,296077,253124,591209,1409,3452,1192,3033,570240
1098,170097,406582,473305,1823,967,1572,3378,521282
2861,422076,107070,135750,1937,928,916,2390,367313
1099,326367,429298,248708,2021,2154,1094,3149,226507
1246,222340,262283,416756,2313,3303,1743,2226,194653
2052,426619,370231,241375,2333,3732,928,1638,461140
1078,99524,443061,96168,900,3068,993,3494,261266
2090,221369,171188,330631,1308,1444,1706,3408,320719
2609,93516,144055,141151,1625,1259,999,2370,261059
1427,175594,321708,439849,1944,2448,1895,1410,453857
2807,188416,120020,584520,1567,3670,1721,1534,198800
2219,404662,511453,390604,3466,2223,1555,3122,212917
1960,435267,509313,588302,1970,2297,1982,2304,452188
3126,387544,423151,106878,2610,2663,948,2148,298922
3157,361384,521211,232357,2839,3567,719,2652,159084
2876,176795,283484,486285,2362,2875,1888,2226,114529
3318,409531,333545,285891,1765,902,1423,3262,382113
1634,458958,421133,504319,2557,2510,1284,2571,531315
1483,204241,119779,435977,2429,2057,1005,1209,558714
1476,302483,247556,576878,3401,911,1966,3388,487120
2692,409743,93840,438435,2815,1063,830,2193,317492
2904,395973,548801,254261,3301,1810,1855,2882,489896
3380,104842,311709,456410,1869,2699,1977,1250,155610
2403,358790,499619,518585,945,1494,1582,3040,482392
1872,176095,113683,421824,1908,3824,748,3370,133899
1364,212004,537222,535412,1002,1228,1657,2162,468848
2568,197192,479766,538541,2073,2282,1889,2502,567371
3022,296228,284170,410951,2681,2464,1044,3467,118718
2133,119160,309635,493938,2307,1212,1315,2283,233524
2293,489746,271066,94362,1769,2014,1049,3033,541716
2304,402618,485278,156372,2345,2463,1017,2150,340365
2323,439274,152229,521340,2870,3716,1139,1900,331072
3317,363576,163301,210819,3381,2251,953,1930,344373
2053,250003,479416,366786,3254,1729,1996,2309,476932
1206,321149,509664,266460,1996,1425,1595,2153,209181
3316,446599,478332,558091,989,2409,1078,2493,238911
1448,420065,156438,120280,3127,2282,1720,2924,363053
2758,153546,156838,349056,1305,1858,1039,3224,241245
1106,263340,209202,251883,959,2513,765,1815,180024
2168,204663,464085,516948,2147,3453,1272,2479,400043
1202,421148,497690,341676,3182,1405,1145,3081,357982
2980,267800,221518,537258,1351,3986,869,2387,205095
2207,135947,434736,97515,1906,1869,1739,2687,139705
2783,206167,525654,167419,910,1950,1773,2271,517170
1350,351527,432128,356660,1339,2911,1364,2904,428539
1404,140121,453956,475959,2835,1716,1385,1275,341757
1716,315230,144418,128254,1627,1719,1874,1480,203982
3303,313028,105108,214021,1750,3117,1502,1285,226221
2571,138322,531508,334855,913,3603,754,1589,378064
2453,445241,527051,426244,1393,910,811,1146,560964
877,223672,97723,388388,2050,1463,1870,1955,553943
2803,318097,107385,216349,2591,1223,1406,3217,245102
2565,367890,363059,575894,2168,3721,1641,2037,376887
2887,404016,99831,377526,3021,1784,1820,2111,115368
2507,198575,343305,367610,2380,1021,1198,1544,112709
2310,337057,115755,457947,1644,3095,1475,3070,414967
2042,167168,136409,182004,2241,1235,950,1428,446247
868,156450,484344,197334,3374,3721,1668,1886,571340
1245,363750,389399,135769,978,2862,1544,1866,178533
2702,199200,415899,240426,2326,1784,1916,2720,481726
3300,283739,198213,441139,2198,2459,1709,3338,146119
2731,267494,263853,237169,2273,3905,778,2102,502299
2382,468519,303307,373395,991,1840,978,3447,243263
910,440523,401695,442131,2241,3081,766,2226,403972
1434,456870,417230,290784,3044,2907,1025,1472,290257
1378,368267,378400,173907,1514,2375,1027,3072,140224
2561,337321,496527,311702,1731,1770,1485,1118,216152
1600,385882,214806,158864,2347,1050,1545,1932,230234
1987,156279,392151,473598,1399,3297,1864,2690,596647
2416,147076,106007,349966,2419,1918,935,2111,391788
907,272430,198053,336430,2476,2896,1171,2175,581024
2772,116597,151501,265330,3007,1548,1316,3388,225900
1866,125732,204385,454632,2400,2590,1623,2262,502518
3022,352273,254324,150236,3337,1745,1937,3149,134180
1103,406965,245863,328220,3059,2672,1124,2569,459627
2836,280144,401168,404192,1243,3584,881,1907,295196
2769,271155,118501,251846,3028,3506,1101,2005,408180
1329,196115,194540,255810,1202,2098,896,3262,462255
1731,113400,473217,178704,2234,2817,1660,3277,588975
1898,499351,296875,187952,1569,3796,775,2312,536466
1271,499390,149842,142538,2907,3058,1086,3324,351046
2402,259247,473034,222618,1357,1279,1300,3452,197540
2767,285593,163885,458294,1644,3213,1877,2152,584737
1281,246576,262382,185636,2596,1827,1767,3227,306546
1441,150560,413917,513920,3288,955,927,2495,360764
2900,290657,423073,270248,2449,2660,735,1300,241815
3073,93685,191030,301548,3128,1192,1047,1782,478953
1699,294852,387341,587411,2575,3787,1479,2345,305085
2727,240653,106570,288215,3087,1870,1575,3480,557530
2614,468842,529132,554364,1038,3935,1340,1579,223964
1327,302125,274707,115874,2718,2126,1118,3039,119851
1967,188445,146481,360205,2713,2335,1822,3447,187566
3454,165447,425795,249465,1213,2759,812,2663,350014
894,447833,322015,176755,1229,2171,1659,2511,124997
2680,166726,486164,430265,2053,3653,1662,2357,372981
1556,227229,422060,459289,1127,3698,751,2479,471753
2103,335843,352857,164831,2782,926,713,2364,547771
1533,471393,183924,215221,1496,2043,1740,3184,238462
3164,379517,526648,466831,1709,1228,1485,1670,322614
1920,357999,410547,278627,1518,3123,1548,2669,478965
3333,105906,295433,305049,3399,1823,1171,3006,307777
1786,166390,487785,586816,1285,2182,904,2373,566162
3209,262958,500517,220774,2571,2221,1260,3179,236202
1723,337612,437895,262395,2706,1721,1408,2528,210001
2706,99306,439602,420448,2923,1844,1022,1611,393103
988,199659,371085,231630,2144,2988,1115,3445,406759
1311,201474,368266,238865,1716,3922,1124,2839,502498
2992,201478,199306,578865,3146,2898,1536,3237,482665
2060,200855,174697,434832,1754,1135,1860,1541,398126
1987,275040,317917,298756,2033,2093,721,2750,332107
3112,139014,431635,264211,2877,3983,901,2212,205118
1138,90280,255668,497003,1982,1237,1352,1836,383944
2562,95456,455449,446675,2975,2346,833,3388,290972
2121,194662,500501,489418,2012,3896,1657,1621,212883
1074,142198,113740,179911,1301,2625,894,1902,92986
3033,121268,171488,108135,1800,2060,1035,2973,241526
1163,120695,239151,245309,2166,3168,1388,3458,186054
2774,363034,124263,361905,1301,3431,904,1394,360415
2381,371430,221597,398598,1519,2405,1175,2889,225175
3055,92858,455278,113649,2907,2139,955,1966,429201
1910,304576,515991,343930,2895,3925,1942,3453,593128
2918,274338,291508,464011,3407,1244,990,1585,463149
1340,163548,186409,269676,3440,1366,1088,3082,334439
2715,142645,351129,494679,3420,1557,1864,2656,489414
1671,255046,426973,383307,2263,2748,842,2030,120387
2803,421391,165581,134852,1838,2729,1424,1293,449566
2859,283370,223777,155325,1755,2762,1353,3009,483266
1160,149786,509501,115871,2684,1867,1506,3137,224367
3257,478316,516050,561589,1848,2662,825,1243,110002
2259,351304,493004,332843,3102,1571,1188,1650,366544
1580,246052,463405,440190,2319,3125,1076,1450,272348
3057,480796,120971,280253,1000,3354,1287,2005,130171
958,458583,168988,558882,1563,1208,1773,1335,175958
2003,289857,166967,532309,1490,1541,1375,1961,338808
3256,143116,376094,436520,1627,3974,1910,1894,234450
1954,92856,389103,309617,1371,3731,1908,2489,398468
1754,107799,155323,107223,1708,1356,1206,2691,230314
971,310677,303414,512363,2993,2989,1566,2881,189483
3388,213789,336075,137133,1811,1612,1261,2582,516438
2297,447122,470620,114307,1455,3054,1946,1272,395517
1466,104462,412882,365362,3201,3986,1877,1820,98824
2934,463585,177364,183455,1663,3352,1927,3432,404025
2489,337089,208775,584060,1348,1508,1941,3350,139168
2538,356727,209177,497761,3190,1390,769,1801,261121
1355,199679,412123,568907,941,3923,1144,3142,372102
1896,385056,509413,259407,1679,3555,1316,1583,156818
2728,196949,144220,586846,1166,3557,922,3196,286744
2858,191823,490586,296490,1508,3624,1557,1463,452159
3410,161432,534622,507690,3320,2454,1902,3145,577762
1769,363606,424577,446530,1320,3714,1447,1456,207873
3432,479022,250737,250430,2638,1726,1993,1583,284598
2183,251178,277407,449332,2399,2290,1244,3030,279997
833,483987,549065,247905,2717,2291,758,3336,295030
2299,339875,185101,167161,1193,1368,847,2558,523358
1952,199867,236281,331112,1145,1021,758,2640,354087
3484,487476,462688,468379,3434,2839,1112,2123,428143
1548,153797,490507,439929,2376,1744,1607,2793,214533
2353,465403,188191,266140,2783,1142,1341,2054,285880
2120,463065,160772,456636,1908,1587,1804,1669,361556
3147,373834,365578,184202,2807,1379,1548,2482,109782
2173,251353,130371,217494,1276,1143,1045,2088,365702
2247,247149,460502,154726,1970,1634,1264,1199,346467
3181,439251,284992,470482,2659,2254,726,2933,413198
2616,290287,463601,446993,1652,1722,1270,3028,175519
807,241400,344374,352308,2474,948,946,3350,183016
2106,482449,152908,161408,2107,2447,1351,2740,372347
1587,265945,266554,221937,2591,1145,845,3160,265677
1222,491149,539124,213131,3077,3983,1300,1669,533016
1200,244810,510398,401323,3486,1268,1073,2362,269358
1972,93181,317708,359874,2803,3948,852,3027,122621
1794,398226,535043,420925,3346,2235,1796,2958,95417
1940,321399,471492,202957,1428,2962,1125,2348,486746
1290,187726,334608,411791,2129,2325,1480,3122,530658
938,219578,264287,498524,2550,2724,1086,1346,187437
3076,129643,136148,535692,2813,3194,1156,2016,367747
2442,178161,104536,106001,1781,1977,776,2726,257689
1043,198840,429223,372967,3035,1011,1699,2497,227740
945,407376,545339,577630,1424,3292,1720,1980,335398
1800,426200,246019,396219,2309,1305,1042,3214,547005
3326,292521,418557,281011,2634,1195,707,2494,342500
1521,492847,239520,270129,1415,1486,1512,2912,275911
2158,305819,406996,356300,1731,1195,1329,2175,380162
820,479872,240426,307973,2293,1851,1299,1849,507427
2632,261443,136628,233014,3370,3653,1574,3450,529387
2400,383969,466061,570133,1339,1426,838,2523,362010
1532,442556,390991,496044,1656,1297,1007,1764,535478
824,108893,139727,381678,3287,3432,922,2005,116848
2545,256502,109793,167705,1396,3138,918,2023,130133
1635,405932,451198,537201,2612,2221,1615,1567,424395
1073,193984,378439,136441,1005,2194,952,2054,90427
1722,169826,355304,105131,2929,1013,1274,1559,313920
3436,441473,458420,583462,1248,3750,1263,1721,443744
3353,172075,343812,294975,1089,1671,843,1626,545694
1463,325966,429414,186843,3357,3474,1793,2480,168266
2852,338007,222945,562141,2907,3263,1891,1796,191311
1515,492777,322470,160638,2443,2986,1042,2087,536843
2720,356148,482383,462006,2227,1735,1157,2415,402093
1033,357687,206727,227505,1389,2051,1547,2688,440186
2188,466550,230457,93511,2307,3224,1961,1100,597750
1885,250580,484756,564900,2502,3060,820,3079,354149
930,199638,192430,145584,2816,3854,1883,1829,451737
2441,257749,265343,418961,2908,2946,832,1869,328324
1668,284474,239047,233249,1645,976,1577,1533,432347
2749,343754,508081,194986,2987,974,1334,2232,548745
2022,466050,461389,309246,3215,3377,1640,3115,555803
2045,228994,518943,238257,3062,2839,1407,1103,475009
1003,155455,332607,296079,1143,1370,1870,2289,446173
3074,473227,192752,510605,3061,3089,1860,2546,441550
1388,176016,291649,294158,3124,1237,978,1227,150505
1335,407687,315720,278428,1340,1433,865,3215,356006
840,180040,280054,297293,2067,3723,1017,3277,244665
1507,336177,260971,350553,3496,2987,1429,1513,515165
1048,399118,119710,576654,1623,3968,1720,1618,515712
2350,486547,181589,165111,2206,1533,1221,2920,481915
2458,470088,465545,118140,1843,1052,919,1536,134497
1697,274828,176557,462287,1351,1553,979,1833,204973
2129,428422,478651,155518,3324,3640,1831,1173,574949
3249,357008,220662,568798,1703,1890,1764,1826,323720
2543,97298,290905,163188,2216,3238,1174,3024,139236
2898,359429,503240,509813,1740,2395,1063,1992,571745
2910,281735,544749,590188,2891,3900,764,1438,560148
1942,425712,336297,221141,3258,2133,1139,2225,313114
989,296155,455509,378117,3265,3082,979,1846,461304
1660,181620,467580,534515,2110,3955,1934,1145,385370
2683,427436,295471,542704,1856,3285,1927,2087,215717
1827,290945,297568,535259,1301,2713,1364,1398,456546
3242,327690,253749,301328,1865,3266,1942,2793,342884
3119,396469,420359,575465,2687,1430,944,1213,170006
1894,480199,288638,306161,2256,2827,824,2217,172476
1722,376768,406412,503334,2910,2496,1533,3395,293885
1332,283850,218823,531997,1426,1883,784,2130,555647
3295,440437,430006,499603,1192,3802,1233,2626,242318
2191,445407,361225,94999,2441,3121,951,3437,338268
1354,301190,308128,440575,2295,2802,1777,1744,341316
2691,370736,504602,455015,2560,2854,813,2739,596802
3439,126267,171931,202229,2620,3617,1785,2676,342527
2243,354624,224444,395741,3142,3337,725,2846,494125
2227,248500,134905,238788,3079,903,1297,3133,333262
2643,330993,512480,319753,2828,3536,707,2108,339108
2267,301330,302064,249030,922,2345,708,1402,492970
2883,362543,109194,154389,1735,3896,951,2605,235361
3325,294948,501999,392454,3013,3243,703,1280,492999
1593,227154,437017,356578,3277,1940,1717,1765,445298
2219,250840,328258,537654,3058,2244,1158,2754,259555
2211,409054,526025,235762,3069,2214,1658,2304,130560
2672,463951,381222,113370,3381,3734,1593,1696,510697
1849,112266,98219,310199,2840,2801,721,2423,366295
2807,246724,154216,584165,1030,2603,1603,3425,111193
2957,392662,475614,459299,2031,3257,1138,2138,398732
1160,427842,413779,270803,3193,1766,843,1977,328009
2174,190760,397287,493898,1018,3118,1726,1471,349553
3216,184853,119030,335846,3046,1482,1335,2012,132205
1050,138386,255580,544118,2542,1141,1906,1313,348629
1862,281494,495426,510108,2245,2736,1747,1179,254631
3483,157910,495258,586463,2433,1629,1876,2915,370256
3441,236718,218986,463260,1560,3147,720,2207,128721
1190,461375,232226,99543,2646,3898,1837,1452,523703
2013,499610,241349,524803,1101,2919,1141,2458,241379
2287,172673,228760,571879,1795,2483,1557,1665,437972
2307,242995,481043,436669,1108,2233,1311,2251,404346
3383,376551,426535,242753,2680,1320,1019,3245,152184
2657,212816,133524,370940,3211,3237,1673,2285,503951
1001,225067,451693,530972,2462,2378,1651,1831,410044
1672,102615,318049,377806,1061,3340,1549,1278,121176
2502,433224,404638,264352,1319,2323,708,2055,428456
2597,127901,398469,516133,1226,1490,1763,1952,437103
2760,487595,368813,424576,2035,2638,1381,2133,317617
2121,208736,309425,98536,2844,1146,1995,1199,534008
1488,168612,203944,353517,1975,1733,713,3079,483985
1904,311226,127743,380472,2680,3645,735,2463,185602
2760,298203,168260,584850,2374,3581,1375,2487,112656
1258,139042,344961,249102,1400,2422,1561,2623,430383
3046,341748,295230,198183,2009,3908,749,2889,117210
2037,482059,263121,475553,1767,3343,1731,2604,545760
1639,354933,448555,478231,2496,1850,1656,2534,240591
